License,DBAName,Address,City,State,Zip,Latitude,Longitude
1649568.0,"HOUND DOG, BURGER & TERIYAKI  RESTAURANT",2257 W GRAND AVE ,CHICAGO,IL,60612.0,41.89059496364399,-87.68404796959847
1649619.0,MR. PHILLY,5254 W CHICAGO AVE ,CHICAGO,IL,60651.0,41.89502331496054,-87.75783480830064
1649643.0,"ATLAS CAFE, INC.",3028 W ARMITAGE AVE ,CHICAGO,IL,60647.0,41.91753915867679,-87.70372788811352
1649665.0,EL RANCHITO FOOD MARKET,3900-3904 W 71ST ,CHICAGO,IL,60629.0,41.76423658703863,-87.72000987329555
1649678.0,TACO & BURRITO EXPRESS BROTHERS INC.,2540 N HALSTED ST ,CHICAGO,IL,60614.0,41.92847357783629,-87.64901462154842
1649695.0,"PANDA EXPRESS, INC #1102",29 E MADISON ST ,CHICAGO,IL,60602.0,41.881965330252534,-87.62679322159418
1649699.0,"PANDA EXPRESS, INC",113 S CLINTON ST ,CHICAGO,IL,60661.0,41.88014435602688,-87.64099297246834
1649700.0,"PANDA EXPRESS, INC",130 E RANDOLPH ST ,CHICAGO,IL,60601.0,41.884588371969095,-87.6232725610553
1649711.0,AURORA FOOD INC,250-52 1/2 E 35TH ST ,CHICAGO,IL,60616.0,41.831187404696436,-87.61978768516512
1649716.0,NINO'S PIZZA,7406 W ADDISON ST ,CHICAGO,IL,60634.0,41.94527534321835,-87.81216071492885
1649720.0,"LA MONTANA'S CAFE, INC.",3246 W LAWRENCE AVE ,CHICAGO,IL,60625.0,41.968544296134745,-87.71038827550676
1649768.0,COLD STONE CREAMERY #1924,4709 N LINCOLN AVE ,CHICAGO,IL,60625.0,41.96685268567701,-87.68730910211042
1649774.0,CERMAK PRODUCE #5 LTD,3435 S ARCHER AVE ,CHICAGO,IL,60608.0,41.83134990007708,-87.67584784785944
1649830.0,MOBILE GAS STATION,5949 W HIGGINS AVE ,CHICAGO,IL,60630.0,41.97293449423836,-87.77778665200466
1649847.0,DUNKIN DONUTS/BASKIN ROBBINS,800 N KEDZIE AVE ,CHICAGO,IL,60651.0,41.89561531354531,-87.70670532510552
1649852.0,BEST DRESSED CHICKEN & FISH,209 W 95TH ST ,CHICAGO,IL,60628.0,41.72154520247664,-87.62906227490181
1649883.0,"FFT AT SABW, LLC",1 S DEARBORN ST ,CHICAGO,IL,60603.0,41.88193667467421,-87.62925347991924
1649900.0,EL GUANACO,1703 N PULASKI RD ,CHICAGO,IL,60639.0,41.91183055988035,-87.72624739724213
1649914.0,"GLOBAL MARATHON, INC",2003 N PULASKI RD ,CHICAGO,IL,60639.0,41.91727486732161,-87.72641773230602
1649926.0,FUTUREWORLD,1744 E 55TH ST ,CHICAGO,IL,60615.0,41.79535600927198,-87.58222060804295
1649930.0,ETHEL'S,3404 N SOUTHPORT AVE ,CHICAGO,IL,60657.0,41.94357905335495,-87.6640687897183
1649949.0,RAUNER FAMILY YMCA,2700 S WESTERN AVE ,CHICAGO,IL,60608.0,41.843307707458976,-87.68550216435803
1649966.0,R & R STORES,181 W MADISON ST ,CHICAGO,IL,60602.0,41.88184063003713,-87.63325508941321
1649970.0,THE WORLD IS YOUR'S CHILD CARE & LEARNING CENTER INC.,8026 S COTTAGE GROVE AVE ,CHICAGO,IL,60619.0,41.7486247573131,-87.6053113596727
1649974.0,BZ QUICK-MART,10301 S KEDZIE AVE ,CHICAGO,IL,60655.0,41.706091126209756,-87.70117395522206
1649985.0,EL TARASCO,4358 W 51ST ST ,CHICAGO,IL,60632.0,41.80057495028339,-87.73317634782649
1649989.0,SPOT LIGHT GRILL,1629 N HALSTED ST ,CHICAGO,IL,60614.0,41.911805641950394,-87.64814978058949
1649991.0,EL TARASCO,4358 W 51ST ST ,CHICAGO,IL,60632.0,41.80057495028339,-87.73317634782649
1650015.0,"SHOP RITE FOOD MART, INC",5200-5202 W WASHINGTON BLVD ,CHICAGO,IL,60644.0,41.88247686749819,-87.75519503000112
1650026.0,"SMK CAFE, INC.",5524 N LINCOLN AVE ,CHICAGO,IL,60625.0,41.98194878070788,-87.69336920708022
1650046.0,ANG TOBACCO PLACE,4943 N MILWAUKEE AVE ,CHICAGO,IL,60630.0,41.970716516897724,-87.76310875501808
1650064.0,CHUBBY WIENERS,4652 N WESTERN AVE ,CHICAGO,IL,60625.0,41.96634736406372,-87.68898364635334
1650189.0,QUIZNOS CLASSIC SUBS,1731 W HOWARD ST ,CHICAGO,IL,60626.0,42.01928317622851,-87.67386518978948
1650190.0,NEW LIFE HEALTH FOODS,3141 W ROOSEVELT RD ,CHICAGO,IL,60612.0,41.8663088793163,-87.70475896974071
1650212.0,LOS POTRILLOS,3624 W BELMONT AVE ,CHICAGO,IL,60618.0,41.93930951600574,-87.71853994051901
1650214.0,LOS POTRILLOS,3624 W BELMONT AVE ,CHICAGO,IL,60618.0,41.93930951600574,-87.71853994051901
1650231.0,MEMITO'S ACADEMY FOR CHILDREN,2445 N LARAMIE AVE ,CHICAGO,IL,60639.0,41.925514542759046,-87.7560509969462
1650232.0,PHILLY'S  ORIGINAL,8245 S KEDZIE AVE ,CHICAGO,IL,60652.0,41.74298525218482,-87.70206428481329
1650257.0,KC'S ACADEMY OF EARLY CHILDHOOD,835-837 W SHERIDAN RD ,CHICAGO,IL,60613.0,41.952616568226254,-87.65104543704516
1650274.0,JOY YEE NOODLE,1335 S HALSTED ST ,CHICAGO,IL,60607.0,41.8644107471973,-87.6466915416751
1650288.0,Westside Health Authority,5816 W Division ST ,CHICAGO,IL,60651.0,41.902169403058075,-87.77130089246954
1650291.0,MARIO'S FOODS,2623-2625 E 83RD ST ,CHICAGO,IL,60617.0,41.744429259053845,-87.56027424187741
1674994.0,GATEWAY NEWSTAND,180 N LA SALLE ST ,CHICAGO,IL,60601.0,41.8854443881431,-87.63258213484622
1675002.0,DUNKIN DONUTS/BASKIN ROBIN,5205 N NAGLE AVE ,CHICAGO,IL,60630.0,41.97591106463358,-87.78772272010706
1675004.0,Pizza Hut Express-Goldcoast Dogs,500 W MADISON ST ,CHICAGO,IL,60661.0,41.88199433820508,-87.6397586848809
1675005.0,PARIS CAFE,5301-5303 W BELMONT AVE ,CHICAGO,IL,60641.0,41.93855671746133,-87.75925719937484
1675026.0,REGGIO'S PIZZA EXPRESS,11601 W TOUHY AVE ,CHICAGO,IL,60666.0,42.008536400868735,-87.91442843927048
1675108.0,THE SPOT,4437 N BROADWAY ,CHICAGO,IL,60640.0,41.96279338812501,-87.65564320865934
1675140.0,FOUR SHADOWS,2758 N ASHLAND AVE ,CHICAGO,IL,60614.0,41.93231272553404,-87.66853724027975
1675154.0,SIX CORNER BAKERY,4022 N MILWAUKEE AVE ,CHICAGO,IL,60641.0,41.953781198133576,-87.74815775383931
1675170.0,ENNUI,6981 N SHERIDAN RD ,CHICAGO,IL,60626.0,42.00914849167279,-87.66192615342304
1675178.0,TAQUERIA IGUALA,1131 W 18TH ST ,CHICAGO,IL,60608.0,41.85787543651386,-87.65455188352
1675187.0,SUPERMERCADO PICINO,3600 W DIVERSEY AVE ,CHICAGO,IL,60647.0,41.932019940834046,-87.71725848978883
1675193.0,BIRRIERIA LA TAPATIA DE OCOTLAN,2861 W CERMAK RD ,CHICAGO,IL,60623.0,41.851757667445504,-87.69802349381983
1675196.0,Y & K CONVENIENT STORE,1313 W MORSE AVE ,CHICAGO,IL,60626.0,42.00782745648253,-87.66429557757398
1675217.0,BIRRIERIA ESTILO JALISCO,2230 N WESTERN AVE ,CHICAGO,IL,60647.0,41.922472275724004,-87.68771380635988
1675235.0,SIN,343 S DEARBORN ST ,CHICAGO,IL,60604.0,41.877146786216336,-87.62912123316899
1675259.0,LA MADRILENA FOOD MARKET,6924 W GRAND AVE ,CHICAGO,IL,60707.0,41.92367997663243,-87.79876127470352
1675267.0,PAPA CHARLIES,1206 N CENTRAL AVE ,CHICAGO,IL,60651.0,41.90235982307286,-87.765805221946
1675268.0,QUIZNO'S SUBS,333 S FRANKLIN ST ,CHICAGO,IL,60606.0,41.87730519228123,-87.63504205516207
1675286.0,AL KHAYMEIH RESTAURANT,4748 N KEDZIE AVE ,CHICAGO,IL,60625.0,41.96807735259296,-87.70860691495594
1675323.0,CHICAGO BORN LOSERS MOTORCYCLE CLUB,4420 W MADISON ST ,CHICAGO,IL,60624.0,41.88070990918538,-87.7363610783362
1675324.0,CHICAGO BORN LOSERS MOTORCYCLE CLUB,4420 W MADISON ST ,CHICAGO,IL,60624.0,41.88070990918538,-87.7363610783362
1675326.0,LEE'S DYNASTY,4649 N DAMEN AVE ,CHICAGO,IL,60625.0,41.96658294635103,-87.67897535059605
1675327.0,MANEE THAI RESTAURANT,4621 N BROADWAY ,CHICAGO,IL,60640.0,41.96601387640046,-87.65770296976089
1675329.0,TAQUERIA LA LEYENDA DE MEXICO INC,3211 W 59TH ST ,CHICAGO,IL,60629.0,41.786130727,-87.70386322007782
1675331.0,KIDSLIFE DAYCARE CENTER,4447-4455 W FULLERTON AVE ,CHICAGO,IL,60639.0,41.92423504098083,-87.73846463841794
1675429.0,RAEZER FOOD MART,3400 W LAKE ST ,CHICAGO,IL,60624.0,41.88475367639503,-87.71122978859283
1675455.0,ROUTE 69,759 W 69TH ST ,CHICAGO,IL,60621.0,41.76873518604431,-87.64404360158905
1675467.0,GATEWAY NEWSTAND,175 W JACKSON BLVD ,CHICAGO,IL,60604.0,41.87801448724953,-87.63318903001444
1675485.0,CASA DE MOY Y ROY,4410 N KEDZIE AVE ,CHICAGO,IL,60625.0,41.96151388263114,-87.70840537863815
1675511.0,FRAPPE,4431 N MILWAUKEE AVE ,CHICAGO,IL,60630.0,41.96155384444727,-87.75509939573654
1675557.0,SUBWAY,816 N STATE ST ,CHICAGO,IL,60610.0,41.89726883968477,-87.62836234591299
1675565.0,BURRITO STATION,2750 W 111TH ST ,CHICAGO,IL,60655.0,41.6918029183953,-87.6903857311192
1675566.0,J J & ATOMIC SUB,6458 S COTTAGE GROVE AVE ,CHICAGO,IL,60637.0,41.77686632183836,-87.60599824814531
1675571.0,BEST WESTERN INN OF CHICAGO,162 E OHIO ST ,CHICAGO,IL,60611.0,41.89266689703108,-87.62286601089626
1675582.0,CITGO,4520 S CICERO AVE ,CHICAGO,IL,60638.0,41.810612870948134,-87.74338205706665
1675623.0,EMILIO'S PRODUCE,2294 N MILWAUKEE AVE ,CHICAGO,IL,60647.0,41.92259746567477,-87.69709762910135
1675644.0,SO ADDICTED INC.,4805 N DAMEN AVE ,CHICAGO,IL,60625.0,41.968961740951045,-87.67904318167885
1675659.0,R PUBLIC HOUSE,1508 W JARVIS AVE ,CHICAGO,IL,60626.0,42.01615267045287,-87.66856404328705
1675671.0,IRVING & WESTERN MOBIL,4000 N WESTERN AVE ,CHICAGO,IL,60618.0,41.9540567135422,-87.68861447198546
1675762.0,THE FIFTY / 50,2047 W DIVISION ST ,CHICAGO,IL,60622.0,41.90304699799323,-87.67911932717314
1675815.0,SARPINO'S PIZZERIA,6526 W NORTH AVE ,CHICAGO,IL,60707.0,41.909204732366376,-87.78952154054106
1675835.0,EDIBLE ARRANGEMENTS,1212 W TAYLOR ST ,CHICAGO,IL,60607.0,41.86951758162952,-87.65725911176945
1675887.0,CVS/PHARMACY #3742,121 W KINZIE ST ,CHICAGO,IL,60610.0,41.88908714541623,-87.6320084936841
1675893.0,ASOCIACION SOCIAL DEL AZUAY,3747-3751 W MONTROSE AVE ,CHICAGO,IL,60618.0,41.96090660959005,-87.72239227672361
1675900.0,NEW HAPPY CHOP SUEY,3901 S CALIFORNIA AVE ,CHICAGO,IL,60632.0,41.822735079015686,-87.69448432322359
1675911.0,STELLA'S FAST FOOD,2200 W IRVING PARK RD ,CHICAGO,IL,60618.0,41.95419358467083,-87.68367526952494
1675937.0,KOREAN SEOUL FOOD,560 W VAN BUREN ST ,CHICAGO,IL,60607.0,41.87684967693831,-87.64198533328084
1675992.0,GOODIE GOODIE CHINESE FOOD,2230 S WESTERN AVE ,CHICAGO,IL,60608.0,41.851162319245056,-87.68576314717423
1676067.0,MARATHON,5107 W MADISON ST ,CHICAGO,IL,60644.0,41.88029004506906,-87.75297792060778
1676087.0,CALIFORNIA PIZZA KITCHEN ASAP,30 N LA SALLE ST ,CHICAGO,IL,60602.0,41.882694668611215,-87.63253142666058
1676124.0,THREE B FOODS,2815 N CENTRAL AVE ,CHICAGO,IL,60634.0,41.931767227795284,-87.76611721780289
1676129.0,PLYMOUTH RESTAURANT,327 S PLYMOUTH CT ,CHICAGO,IL,60604.0,41.87743773968754,-87.6285823402241
1676147.0,PICO RICO RESTAURANT,4107 W NORTH AVE ,CHICAGO,IL,60639.0,41.909735949989646,-87.72927346612649
1676159.0,CAROLINA CARAMEL,1511 S STATE ST ,CHICAGO,IL,60605.0,41.86160396604375,-87.62713257931675
1676170.0,MY PRECIOUS LITTLE ANGELS,7012 W NORTH AVE ,CHICAGO,IL,60707.0,41.909055487442544,-87.80086658466655
1676184.0,TONY'S FOOD MART,2051 W 63RD ST ,CHICAGO,IL,60636.0,41.77917695228642,-87.67593642615473
1676278.0,TACO FRESCO,180 N WELLS ST ,CHICAGO,IL,60606.0,41.8853331971872,-87.63406570608454
1676296.0,BIG DADDY,2441 S STATE ST ,CHICAGO,IL,60616.0,41.84808574918593,-87.62681447569305
1676321.0,STEVE'S PLACE,230 W CHICAGO AVE ,CHICAGO,IL,60610.0,41.89669630689809,-87.63554464224418
1676323.0,BORIMEX #1,1345 W ARGYLE ST ,CHICAGO,IL,60640.0,41.97249905197904,-87.66394437854046
1676324.0,J. J. GYROS,5542 W NORTH AVE ,CHICAGO,IL,60639.0,41.90949805323291,-87.76480715777822
1676410.0,HING WANG,1118 W WILSON AVE ,CHICAGO,IL,60640.0,41.96549905070616,-87.65824706819338
1676418.0,LITTLE HANDS AND FEET LEARNING CENTER,7801 S WOLCOTT AVE ,CHICAGO,IL,60620.0,41.75199654639111,-87.67060879151809
1676492.0,BEN'S NOODLES & RICE,1139 W BRYN MAWR AVE ,CHICAGO,IL,60660.0,41.983519707581976,-87.6596385602517
1676506.0,T-SPOT SUSHI AND TEA BAR,3925 N LINCOLN AVE ,CHICAGO,IL,60613.0,41.953125696031464,-87.67787379155978
1676521.0,LO CAL CORNER,22 W MAPLE ST ,CHICAGO,IL,60610.0,41.901982552398636,-87.62926310305369
1676542.0,ST. PAUL'S HOUSE AND HEALTHCARE CENTER,3800 N CALIFORNIA AVE ,CHICAGO,IL,60618.0,41.95041499640529,-87.69828662086252
1676558.0,"CHILDREN'S WORLD, INC.",5911 N LINCOLN AVE ,CHICAGO,IL,60659.0,41.988626750675394,-87.70418400070255
1676559.0,TAQUERIA LAS ROSITAS EXPRESS GRILL,2126 E 71ST ST ,CHICAGO,IL,60649.0,41.76638421797862,-87.57269446868935
1676601.0,WHITE CASTLE #24,7912 S PULASKI RD ,CHICAGO,IL,60652.0,41.749014401931134,-87.72204098184092
1676663.0,AMELIA'S AUTHENTIC MEXICAN CUISINE,4559 S HALSTED ST ,CHICAGO,IL,60609.0,41.810781303346296,-87.64544030036262
1676680.0,"CARLYN BERGHOFF CATERING, INC.",17 W ADAMS ST ,CHICAGO,IL,60603.0,41.87934193877045,-87.62841188861721
1676691.0,FRASCA,3356-3358 N PAULINA ,CHICAGO,IL,60657.0,41.94319247252324,-87.67133728041469
1676715.0,DUNKIN DONUTS BASKIN ROBBINS,600 S WABASH AVE ,CHICAGO,IL,60605.0,41.87434258001861,-87.62614177042673
1676717.0,USMANIA FINE DINING,2244 W DEVON AVE ,CHICAGO,IL,60659.0,41.99789447387738,-87.68673171097053
1676735.0,CAFE HOANG,232 W CERMAK RD ,CHICAGO,IL,60616.0,41.85294274509769,-87.63337766110928
1676753.0,WEST SIDE FOOD & LIQUOR,500 S KOSTNER AVE ,CHICAGO,IL,60624.0,41.87421105485793,-87.73538708916487
1676761.0,THE LEARNING TREE PRE-SCHOOL,8128 S KEDZIE AVE ,CHICAGO,IL,60652.0,41.74526448928806,-87.70241488959013
1676771.0,TARGET STORE- 2078,1940 W 33RD ST ,CHICAGO,IL,60608.0,41.83414738752838,-87.67459785643621
1676787.0,INTERNATIONAL BAKERY,3251 S HALSTED ST ,CHICAGO,IL,60608.0,41.83476102459879,-87.64605472425873
1676827.0,HOOKA BAR & CAFE,5005 W LAWRENCE AVE ,CHICAGO,IL,60630.0,41.96785510376434,-87.75287197102026
1676853.0,SIX BROTHERS FOOD MARKET INC,609 W 119TH ST ,CHICAGO,IL,60628.0,41.67775265604465,-87.63751201336868
1676857.0,GELATINA'S CRIS,4725 S CICERO AVE ,CHICAGO,IL,60632.0,41.80685498334125,-87.74298396841671
1676863.0,BURRITO BEACH,233 N MICHIGAN AVE ,CHICAGO,IL,60601.0,41.886567370886944,-87.62438467059714
1676901.0,MARATHON,901 N PULASKI RD ,CHICAGO,IL,60651.0,41.8972946339636,-87.72599674017155
1676906.0,"WEST SIDE DOLLAR & FOOD, INC",3001 W HARRISON ST ,CHICAGO,IL,60612.0,41.87363647787246,-87.7011340591322
1676910.0,MUNCHIES,3511 S DR MARTIN LUTHER KING JR DR ,CHICAGO,IL,60653.0,41.83065731261237,-87.61681052565477
1676952.0,BEEFEE,5267 W NORTH AVE ,CHICAGO,IL,60639.0,41.90936168548472,-87.75811696605398
1676960.0,ITZEL ENTERPRISES CORPORATION,3255 W ARMITAGE AVE ,CHICAGO,IL,60647.0,41.917264212920564,-87.70921499468479
1676964.0,MULAN RESTAURANT,2017 S WELLS ST ,CHICAGO,IL,60616.0,41.85478377573143,-87.6327328095787
1676986.0,DONA NATYS TACOS,1815 W CHICAGO AVE ,CHICAGO,IL,60622.0,41.89587067335873,-87.67282138868008
1676996.0,ROBERT MORRIS COLLEGE,401 S STATE ST ,CHICAGO,IL,60605.0,41.87686736408027,-87.6275032991427
1677009.0,BETTY BOO SNACK SHOP,1256 1/2 W 103RD ST ,CHICAGO,IL,60643.0,41.706914113362814,-87.65469354147858
1677014.0,LINCOLN RESTAURANT,5501 N LINCOLN AVE ,CHICAGO,IL,60625.0,41.98134576518485,-87.69265967008852
1677049.0,"CREPE ON BROADWAY CAFE, INC.",2932 N BROADWAY ,CHICAGO,IL,60657.0,41.935870128734386,-87.64440559777034
1677074.0,GATEWAY NEWSTANDS - HALSTED,2520 S ARCHER AVE ,CHICAGO,IL,60608.0,41.846808631424096,-87.64759074859137
1677083.0,SUBWAY,1958 W CHICAGO AVE ,CHICAGO,IL,60622.0,41.89602257135778,-87.67699521638754
1677122.0,PMA MCD INC,5624 W ROOSEVELT RD ,CHICAGO,IL,60644.0,41.865690107045424,-87.76538911467928
1677154.0,JASMINE RICE RESTAURANT,3103 N NARRAGANSETT AVE ,CHICAGO,IL,60634.0,41.936598810870215,-87.78572818151937
1677165.0,SEATTLE SUTTONS HEALTHY EATING,1629 W BELMONT AVE ,CHICAGO,IL,60657.0,41.93957035610774,-87.66983770870691
1677168.0,TERRAGUSTO,1851 W ADDISON ST ,CHICAGO,IL,60613.0,41.94678887802327,-87.6759470310188
1677177.0,SUBWAY,4019 N LINCOLN AVE ,CHICAGO,IL,60618.0,41.9549277439019,-87.67912783944996
1677192.0,CANANAS,2310 S BLUE ISLAND AVE ,CHICAGO,IL,60608.0,41.850297368662225,-87.67149277880529
1677208.0,CURIO CAFE,3400 N LAWNDALE AVE ,CHICAGO,IL,60618.0,41.94291734078463,-87.72010683846331
1677226.0,CORNERSTONE CAFE,2753 N WESTERN AVE ,CHICAGO,IL,60647.0,41.931968066314475,-87.68774124950001
1677267.0,BABA'S FAMOUS STEAK & LEMONADE,2101 E 71st ST ,CHICAGO,IL,60649.0,41.765990001140594,-87.57378733665414
1677309.0,GELATINA'S CRIS #3,2345 S CHRISTIANA AVE ,CHICAGO,IL,60623.0,41.848579301505794,-87.70866954091204
1677326.0,MIDWEST,1932 E 75TH ST ,CHICAGO,IL,60649.0,41.75897353925762,-87.57729918921719
1677404.0,FAST WOK,2020 N CALIFORNIA AVE ,CHICAGO,IL,60647.0,41.918107124219674,-87.69736529538595
1677413.0,DOMINO'S PIZZA,5008 N PULASKI RD ,CHICAGO,IL,60630.0,41.97219180006344,-87.72828597248409
1677420.0,CHICAGO ORLEANS FOODMART,350 W CHICAGO AVE ,CHICAGO,IL,60610.0,41.89665338076949,-87.637681658139
1677424.0,POLLO CHARRO,2007-2009 S DAMEN AVE ,CHICAGO,IL,60608.0,41.85469470170735,-87.67576513516752
1677434.0,NUMBER 1 CHOP SUEY,7342 S STONY ISLAND AVE ,CHICAGO,IL,60649.0,41.76113827175918,-87.58634581379175
1677463.0,SKY FOOD STORE,256 W 115TH ST ,CHICAGO,IL,60628.0,41.6853450490904,-87.62994825488516
1677471.0,JOYS,3257-3259 N BROADWAY ,CHICAGO,IL,60657.0,41.94171290343118,-87.6443063361788
1677477.0,PARKVIEW DOLLAR MINI MART,1618 N CALIFORNIA AVE ,CHICAGO,IL,60647.0,41.91080584441617,-87.69715953172458
1677513.0,GROCERY BASKET,351 E 103RD ST ,CHICAGO,IL,60628.0,41.70719854079396,-87.61416259374056
1677517.0,"PARK FOODS OF 71ST STREET,INC.",2612 W 71ST ST ,CHICAGO,IL,60629.0,41.764717138882325,-87.68875098149924
1677520.0,MAGGIES FOOD,6600 S SANGAMON ST ,CHICAGO,IL,60621.0,41.77414600004685,-87.64842984107668
1677537.0,PIONEER GARDENS,3800 S DR MARTIN LUTHER KING JR DR ,CHICAGO,IL,60653.0,41.82555599761034,-87.61717841809923
1677583.0,CHICAGO STEAKS,822 W EXCHANGE AVE ,CHICAGO,IL,60609.0,41.81872593943936,-87.6466774644565
1677626.0,DUNKIN DONUTS,230 S STATE ST ,CHICAGO,IL,60604.0,41.87871973858168,-87.62783943584722
1677647.0,EL SITIO,1255 N PULASKI RD ,CHICAGO,IL,60651.0,41.904309420890215,-87.72619548575882
1677664.0,THE GARDEN BUFFET RESTAURANT,5347-49 N LINCOLN AVE ,CHICAGO,IL,60625.0,41.97911868388017,-87.69251691158883
1677681.0,"APART, INC.",2205 W MONTROSE AVE ,CHICAGO,IL,60618.0,41.961271554560476,-87.68405491509883
1677712.0,3401 Y.D. INC,3401 W BRYN MAWR AVE ,CHICAGO,IL,60659.0,41.98289768257029,-87.71380017511221
1677792.0,OPEN HEARTH COFFEEHOUSE,5207 N KIMBALL AVE ,CHICAGO,IL,60625.0,41.97595235572225,-87.71340796430628
1677800.0,TAQUERIA CASA GARCIA,5134 W GRAND AVE ,CHICAGO,IL,60639.0,41.91697889250269,-87.7547430627492
1677809.0,AMERICANA SUBMARINE,400 S CLARK ST ,CHICAGO,IL,60605.0,41.876818253090505,-87.63089450000886
1677941.0,TAGINE,4749-51 N ROCKWELL ST ,CHICAGO,IL,60625.0,41.968154220758215,-87.69363812631346
1678004.0,Big Hill Cantina,3307 W BRYN MAWR AVE ,CHICAGO,IL,60659.0,41.98292524798696,-87.71161308569826
1678035.0,WHOLE FOODS,6020 N CICERO AVE ,CHICAGO,IL,60646.0,41.99049477183026,-87.74847741422931
1678043.0,WHOLE FOODS MARKET,1101 S CANAL ST ,CHICAGO,IL,60607.0,41.86888971111206,-87.63909892808796
1678048.0,WHOLE FOODS MARKET,3640 N HALSTED ST ,CHICAGO,IL,60613.0,41.9485198030326,-87.64967012486453
1678151.0,BEL PARK FOOD & LIQUOR,4752 W BELMONT AVE ,CHICAGO,IL,60641.0,41.93894783061534,-87.7460047806082
1678157.0,SKYBOX ON SHEFFIELD,3627 N SHEFFIELD AVE ,CHICAGO,IL,60613.0,41.94806273436416,-87.65420737836818
1678171.0,JOHN'S CORNER STORE,3425 E 106TH ST ,CHICAGO,IL,60617.0,41.702644416247395,-87.54024749218388
1678224.0,SUBWAY SANDWICHES,3620 W IRVING PARK RD ,CHICAGO,IL,60618.0,41.95385404889773,-87.71876668911055
1678249.0,TRADITION,160 N FRANKLIN ST ,CHICAGO,IL,60606.0,41.8848092897636,-87.63553583472796
1678255.0,DUNKIN DONUTS,303 E WACKER DR ,CHICAGO,IL,60601.0,41.887705379378254,-87.62058814392799
1678256.0,SAMMY G FOOD 2,1556 S KEELER AVE ,CHICAGO,IL,60623.0,41.85894542460229,-87.72999187758967
1678260.0,DAISY GROCERIES,5200 S CALIFORNIA AVE ,CHICAGO,IL,60632.0,41.79906963097107,-87.6940941032688
1678262.0,BRK FOOD AND DELI,2257 W TAYLOR ST ,CHICAGO,IL,60612.0,41.86890377421007,-87.68351175707096
1678267.0,NEW RICE BOX,2940 N BROADWAY ,CHICAGO,IL,60657.0,41.93610815174804,-87.64441137564677
1678301.0,WALGREENS # 09470,4817 W FULLERTON AVE ,CHICAGO,IL,60639.0,41.92411902417522,-87.74703213601244
1678330.0,SUBKING,3225 N HARLEM AVE ,CHICAGO,IL,60634.0,41.938766325661774,-87.8066271723583
1678409.0,WALGREENS # 07876,7544 S STONY ISLAND AVE ,CHICAGO,IL,60649.0,41.7573962131662,-87.58625101198423
1678414.0,MCDONALD'S RESTAURANT,6336 S ASHLAND AVE ,CHICAGO,IL,60636.0,41.778360976037604,-87.66433686342792
1678415.0,"DANIA GYRO'S, INC.",425 W 115TH ST ,CHICAGO,IL,60628.0,41.68508032645492,-87.6336244039388
1678440.0,RACINE FOOD & LIQUOR,8058 S RACINE AVE ,CHICAGO,IL,60620.0,41.746947565686405,-87.65378788890766
1678486.0,DANNY'S,5200 N ELSTON AVE ,CHICAGO,IL,60630.0,41.97525809526954,-87.75199055715778
1678525.0,MC DONALD'S,5700 S CICERO AVE ,CHICAGO,IL,60638.0,41.78932932326538,-87.74164564419638
1678527.0,MC DONALD'S,5700 S CICERO AVE ,CHICAGO,IL,60638.0,41.78932932326538,-87.74164564419638
1678622.0,POTBELLY SANDWICH WORKS # 114,4709 N LINCOLN AVE ,CHICAGO,IL,60625.0,41.96685268567701,-87.68730910211042
1678633.0,SAM'S CHICKEN & RIBS,1102 W GRANVILLE AVE ,CHICAGO,IL,60660.0,41.99468413299884,-87.65847729070059
1678648.0,TOUCH BY AN ANGEL,6134-38 W NORTH AVE ,CHICAGO,IL,60639.0,41.909320378060386,-87.77906953501478
1678660.0,MAYFAIR FOOD & LIQUOR,5014 N PULASKI RD ,CHICAGO,IL,60630.0,41.972352270219275,-87.72829007860408
1678787.0,FAMILY DOLLAR STORE #6642,364 E 87TH ST ,CHICAGO,IL,60619.0,41.73660345424307,-87.61517429063862
1678805.0,GIGI'S PIZZA,4009 W LAWRENCE AVE ,CHICAGO,IL,60630.0,41.96812752502552,-87.7284282244989
1678817.0,LUGANO'S PIZZA #3,7315 S KEDZIE AVE ,CHICAGO,IL,60629.0,41.76035640975471,-87.70236441354389
1678840.0,SARAH FOOD & MEAT MARKET,2601 W 71ST ST ,CHICAGO,IL,60629.0,41.76450755450325,-87.68819367327013
1678879.0,TACO BELL,1644 W 95TH ST ,CHICAGO,IL,60643.0,41.72130044883088,-87.66434336150051
1678882.0,FOREST VIEW DELI,6452 N MILWAUKEE AVE ,CHICAGO,IL,60631.0,41.99849296963009,-87.78909536868451
1678885.0,NEW ORLEANS KITCHEN,100 W RANDOLPH ST ,CHICAGO,IL,60601.0,41.88458626715457,-87.63101044588598
1678900.0,"SODEXHO AMERICA, LLC",303 E SUPERIOR ST ,CHICAGO,IL,60611.0,41.89569240141051,-87.62014286048188
1678949.0,OHIO FOOD & LIQUOR INC.,600 N CICERO AVE ,CHICAGO,IL,60644.0,41.89142315631106,-87.7458276746683
1678980.0,JAI YEN,3734-36 N BROADWAY ,CHICAGO,IL,60613.0,41.950232386786,-87.64918094440478
1679006.0,MC DONALDS,5153 W CHICAGO AVE ,CHICAGO,IL,60651.0,41.894833661618115,-87.75530106465924
